address,alt_addr,canonical_addr,used,type,class_,icon,latitude,longitude,found_country,country_code,country_name
",,Spain",,,1,,,,39.3260685,-4.8379791,True,ES,Spain
"Oslo,Norway",,,1,,,,59.9133301,10.7389701,True,NO,Norway
",,Brazil",,,1,,,,-10.3333333,-53.2,True,BR,Brazil
"Roman,Romania",,,1,,,,46.92528,26.9284165,True,RO,Romania
"Fotheringay,Castle","Fotheringay, England","fotheringay, england, England",1,,,,51.6247029,-3.9454009,True,GB,England
Bosworth,"Bosworth, United States","bosworth, united states",1,,,,39.469745,-93.3346524,True,US,United States
"Grey Friars,Abbey,Leicester","Grey Friars, England","grey, friars, england, England",1,,,,52.6486906,-1.1369949,True,GB,England
"Warwick Castle,Warwick,England",,,1,,,,52.2779842,-1.5873445,True,GB,England
"Middleham Castle,Yorkshire,England",,,1,,,,54.284101,-1.8068844,True,GB,England
"Rouen,France",,,1,,,,49.4404591,1.0939658,True,FR,France
"Grafton Regis,Northants","Grafton Regis, England","grafton regis, england, England",1,,,,52.3106138,-0.865913,True,GB,England
Bermondsey Abbey,"Bermondsey Abbey, England","bermondsey, abbey, england, England",1,,,,51.4980987,-0.0728123,True,GB,England
"Quarr Abbey,Isle of Wight,England",,,1,,,,50.7315258,-1.205039,True,GB,England
"Sanctuary,Westminster,England",,,1,,,,51.4979855,-0.1302065,True,GB,England
Shrewsbury,"Shrewsbury, England","shrewsbury, england, England",1,,,,52.707755,-2.7540658,True,GB,England
"Westminster,Palace","Westminster, England","westminster, england, England",1,,,,51.5008349,-0.1430045,True,GB,England
Eltham Palace,"Eltham Palace, England",England,1,,,,51.4470989,0.0485919,True,GB,England
Tiverton,"Tiverton, England","tiverton, england, England",1,,,,50.9025623,-3.4875797,True,GB,England
Dartford,"Dartford, England","dartford, england, England",1,,,,51.4443059,0.21807,True,GB,England
"Westminster,Palace,England",,,1,,,,51.4993871,-0.1244812,True,GB,England
Tewkesbury,"Tewkesbury, England","tewkesbury, england, England",1,,,,51.9937857,-2.1549574,True,GB,England
Malmo,"Malmo, Denmark","malmo, denmark",1,,,,55.6052931,13.0001566,True,DK,Denmark
"Grunau,Austria",,,1,,,,48.0990638,15.5032811,True,AT,Austria
Jassy,"Jassy, Russia","jassy, russia",1,,,,47.1615598,27.5837814,True,NONE,
"Estoril,Portugal",,,1,,,,38.7095707,-9.3901368,True,PT,Portugal
Stockholm,"Stockholm, Sweden","stockholm, sweden",1,,,,59.3251172,18.0710935,True,SE,Sweden
Stuttgart,"Stuttgart, Germany","stuttgart, germany",1,,,,48.7784485,9.1800132,True,DE,Germany
"Het Loo,Apeldoorn","Het Loo, Netherlands","het loo, netherlands",1,,,,52.2289445,5.9426634,True,NL,Netherlands
"Cotroceni Palace,Bucharest,Romania",,,1,,,,44.4361414,26.1027202,True,RO,Romania
"Neuwied,Germany",,,1,,,,50.4302393,7.466302,True,DE,Germany
"Curtea de Arges,Romania",,,1,,,,45.1469341,24.6779826,True,RO,Romania
"Marche-les-Dames,Near Namur","Marche-les-Dames, France","marche-les-dames, france",1,,,,50.5026,4.9333,True,FR,France
Possenhofen,"Possenhofen, Germany","possenhofen, germany",1,,,,47.9592147,11.3111908,True,DE,Germany
"Highbury,London,England",,,1,,,,51.5457996,-0.1027127,True,GB,England
Darmstadt,"Darmstadt, Germany","darmstadt, germany",1,,,,49.872775,8.651177,True,DE,Germany
"Near,Heidelberg,Germany",,,1,,,,49.4093582,8.694724,True,DE,Germany
Strassburg,"Strasbourg, France","strasbourg, france",1,,,,48.584614,7.7507127,True,FR,France
Nice,"Nice, France","nice, france",1,,,,43.7009358,7.2683912,True,FR,France
"St. Boniface,Church,Munich","St. Boniface, Germany","street, boniface, germany",1,,,,48.1371079,11.5753822,True,DE,Germany
Munich,"Munich, Germany","munich, germany",1,,,,48.1371079,11.5753822,True,DE,Germany
"Schloss,Hohenschwangau","Schloss, Germany",Germany,1,,,,47.5575522,10.7496959,True,DE,Germany
"Schloss,Nymphenburg","Schloss, Germany",Germany,1,,,,48.1582569,11.5032967,True,DE,Germany
"Starnbergersee,Near Schloss,Berg","Starnbergersee, France","starnbergersee, france",1,,,,49.4307696,6.3111933,True,FR,France
"St. Michaels,Church,Munich","St. Michaels, Germany","street, michaels, germany",1,,,,48.1371079,11.5753822,True,DE,Germany
"Near,Munich","Munich, Germany","munich, germany",1,,,,48.1371079,11.5753822,True,DE,Germany
"Salzburg,Austria",,,1,,,,47.7981346,13.0464806,True,AT,Austria
"Bamberg,Germany",,,1,,,,49.8916044,10.8868478,True,DE,Germany
"Sans Souci,Potsdam,Germany",,,1,,,,52.3994191,13.0653196,True,DE,Germany
"Coln au Der,Spree","Coln au Der, Germany","coln au der germany, Germany",1,,,,51.8426075,14.1392316,True,DE,Germany
Grabow,"Grabow, Germany","grabow, germany",1,,,,53.2789153,11.5625238,True,DE,Germany
Dotzingen,"Dotzingen, France","dotzingen, france",1,,,,47.1208887,7.3435968,True,FR,France
"Pont-a-Mousson,Lorraine","Pont-a-Mousson, France","pont-a-mousson, france",1,,,,48.9025946,6.0547691,True,FR,France
"Chateau de,Dampiere,Near Saumur","Chateau de, France",France,1,,,,47.261,-0.065,True,FR,France
"Angers,Cathedral","Angers, France","angers, france",1,,,,47.4708864,-0.5580321,True,FR,France
Monmouth,"Monmouth, United States","monmouth, united states",1,,,,40.2932319,-74.1671114,True,US,United States
"Bois de,Vincennes","Bois de, France","bois de france, France",1,,,,48.831548,2.4341479,True,FR,France
"Bermondsey,Abbey","Bermondsey, England","bermondsey, england, England",1,,,,51.4980987,-0.0728123,True,GB,England
"Bolingbrooke,Castle","Bolingbrooke, England","bolingbrooke, england, England",1,,,,51.6247029,-3.9454009,True,GB,England
"Canterbury,Cathedral,England",,,1,,,,53.3827979,-1.4693102,True,GB,England
"Peterborough,Castle","Peterborough, England","peterborough, england, England",1,,,,52.6569988,-0.3000383,True,GB,England
Kenilworth,"Kenilworth, United States","kenilworth, united states",1,,,,42.0894728,-87.7149295,True,US,United States
Beauge,"Beauge, France","beauge, france",1,,,,47.3099134,0.6592649,True,FR,France
Rouen,"Rouen, France","rouen, france",1,,,,49.4404591,1.0939658,True,FR,France
Bury St. Edmunds,"Bury St. Edmunds, England","bury street, edmunds, england, England",1,,,,52.2460367,0.7125173,True,GB,England
Germany,,,1,,,,51.1638175,10.4478313,True,DE,Germany
"Convent,of Vadstena","Convent, Sweden","convent, sweden",1,,,,58.4483628,14.8920065,True,SE,Sweden
Sheen Palace,"Richmond Palace (site of Sheen Palace), Richmond upon Thames, England","richmond upon thames, england, England",1,,,,51.4612,-0.3089,True,GB,England
Valenciennes,"Valenciennes, France","valenciennes, france",1,,,,50.3579317,3.5234846,True,FR,France
"Woodstock,Oxfordshire,England",,,1,,,,51.8474887,-1.3545343,True,GB,England
"Canterbury,Cathedral,London,England",,,1,,,,51.4958266,-0.1394181,True,GB,England
Woodstock,"Woodstock, United States","woodstock, united states",1,,,,42.0410578,-74.1182492,True,US,United States
London,"London, England","london, england, England",1,,,,51.5074456,-0.1277653,True,GB,England
Bayonne,"Bayonne, France","bayonne, france",1,,,,43.4945144,-1.4736657,True,FR,France
Hatfield Herts,"Hatfield Herts, England","hatfield, england, England",1,,,,51.7634675,-0.2258741,True,GB,England
"Antwerp,Belgium",,,1,,,,51.2211097,4.3997081,True,BE,Belgium
"Dublin,Ireland",,,1,,,,53.3493795,-6.2605593,True,IE,Ireland
Ghent,"Ghent, Belgium","ghent, belgium",1,,,,51.0538286,3.7250121,True,BE,Belgium
Leicester Castle,"Leicester Castle, England",England,1,,,,52.6323702,-1.140593,True,GB,England
"Kings Langley,Herts","Kings Langley, England","kings langley, england, England",1,,,,51.7135573,-0.4503027,True,GB,England
Tower of London,"Tower of London, England","tower of london, england, England",1,,,,51.508217,-0.0761879,True,GB,England
"Waltham,Near Winchester","Waltham, England","waltham, england, England",1,,,,51.0551516,-1.3290508,True,GB,England
Calais,"Calais, France","calais, france",1,,,,50.9524769,1.8538446,True,FR,France
"Orleans,France",,,1,,,,47.9027336,1.9086066,True,FR,France
"Stirling,Scotland",,,1,,,,56.1181242,-3.9360012,True,GB,Scotland
"Eltham Palace,Kent","Eltham Palace, England",England,1,,,,51.2070749,0.7210362,True,GB,England
Perth,"Perth, Perth and Kinross, Scotland, United Kingdom","perth, scotland, united kingdom",1,,,,56.3952,-3.4314,True,GB,United Kingdom
Deventer,"Deventer, Netherlands","deventer, netherlands",1,,,,52.2694896,6.2364886,True,NL,Netherlands
Hertford,"Hertford, United States","hertford, united states",1,,,,36.3560545,-77.0115135,True,US,United States
Near Carlisle,"Near Carlisle, England","carlisle, england, England",1,,,,54.913312,-2.9192473,True,GB,England
Castile,"Castile, Spain","castile, spain",1,,,,42.6289515,-78.0544514,True,ES,Spain
"Herdeby,Near Grantham,Lincolnshire","Herdeby, England","herdeby, england, England",1,,,,53.1823034,-0.2031209,True,GB,England
"Westminster,London,England",,,1,,,,51.5004439,-0.1265398,True,GB,England
"Merton,Surrey","Merton, England","merton, england, England",1,,,,51.1423906,-0.4774898,True,GB,England
Holy Land,"Holy Land, United States",united states,1,,,,45.0136777,-93.2470188,True,US,United States
"Acre,Palestine",,,1,,,,33.3423153,44.4169736,True,NONE,
"Clare,Suffolk,England",,,1,,,,52.0793283,0.5820634,True,GB,England
Bordeaux,"Bordeaux, France","bordeaux, france",1,,,,44.841225,-0.5800364,True,FR,France
Brussels,"Brussels, Belgium","brussels, belgium",1,,,,50.8465573,4.351697,True,BE,Belgium
Kennington,"Kennington, England","kennington, england, England",1,,,,51.4882861,-0.1058829,True,GB,England
Amesbury,"Amesbury, United States","amesbury, united states",1,,,,42.8579536,-70.9300921,True,US,United States
Rhuddlan Castle,"Rhuddlan Castle, England",England,1,,,,53.2891801,-3.4642147,True,GB,England
Aquitaine,"Aquitaine, France","aquitaine, france",1,,,,44.2462064,-0.1839979,True,FR,France
"Marlborough,Castle","Marlborough Castle (Marlborough Mound), Marlborough, Wiltshire, England","marlborough, england, England",1,,,,51.4206,-1.732,True,GB,England
"Brotherton,Yorkshire,England",,,1,,,,53.7281813,-1.2713416,True,GB,England
Winchester,"Winchester, England","winchester, england, England",1,,,,51.0612766,-1.3131692,True,GB,England
"Winchester,Castle","Winchester, England","winchester, england, England",1,,,,51.064366,-1.3201176,True,GB,England
Aix-en-Provence,"Aix-en-Provence, France","aix enceinte provence, france, France",1,,,,43.5298424,5.4474738,True,FR,France
"Amesbury,Wiltshire","Amesbury, England","amesbury, england, England",1,,,,51.1706875,-1.7706128,True,GB,England
"Convent Church,Amesbury","Convent Church, Amesbury, Wiltshire, England","amesbury, england, England",1,,,,42.8579536,-70.9300921,True,GB,England
"Cupar Castle,Fife","Cupar Castle, Scotland","cupar castle, scotland, Scotland",1,,,,56.3333331,-3.0000001,True,GB,Scotland
Westminster,"Westminster, England","westminster, england, England",1,,,,51.5004439,-0.1265398,True,GB,England
Maastricht,"Maastricht, Netherlands","maastricht, netherlands",1,,,,50.8512438,5.6909768,True,NL,Netherlands
"Schloss Rahr,Near Aachen","Schloss Rahr, Germany",Germany,1,,,,51.132302,6.4107342,True,DE,Germany
"Szczecin,Poland",,,1,,,,53.4296809,14.5929127,True,PL,Poland
"Kiel,Germany",,,1,,,,54.3227085,10.135555,True,DE,Germany
"Jakobstadt,Latvia",,,1,,,,56.4958638,25.8687747,True,LV,Latvia
"Near Moscow,Russia","Moscow, Russia","moscow, russia",1,,,,55.7582857,37.6043689,True,NONE,
Lincoln,"Lincoln, United States","lincoln, united states",1,,,,40.8088861,-96.7077751,True,US,United States
Agincourt,"Agincourt, France","agincourt, france",1,,,,48.7323472,6.236384,True,FR,France
"Barking Abbey,Essex,England",,,1,,,,51.7704679,0.4646698,True,GB,England
",,,Ireland",,,1,,,,52.865196,-7.9794599,True,IE,Ireland
"Beaumont Palace,Oxford,England",,,1,,,,51.7520131,-1.2578499,True,GB,England
"Newark Castle,Newark,Nottinghamshire,England",,,1,,,,53.0802549,-0.8131753,True,GB,England
"Worcester,Cathedral","Worcester, England","worcester, england, England",1,,,,52.1895156,-2.2200521,True,GB,England
Angouleme,"Angouleme, France","angouleme, france",1,,,,45.6484505,0.1561947,True,FR,France
Fontevraud,"Fontevraud, France","fontevraud, france",1,,,,47.1813534,0.0378807,True,FR,France
Fontevraud Abbey,"Abbaye Royale de Fontevraud, Fontevraud-l'Abbaye, Maine-et-Loire, France","fontevraud-labbaye, france",1,,,,47.1813,0.0513,True,FR,France
"Winchester,Castle,England",,,1,,,,51.0630153,-1.319524,True,GB,England
"Newark Castle,Newark,England",,,1,,,,53.0802549,-0.8131753,True,GB,England
"Gloucester,England",,,1,,,,51.8653705,-2.2458192,True,GB,England
"Near London,England",,,1,,,,53.4750463,-2.2298879,True,GB,England
Gloucester,"Gloucester, England","gloucester, england, England",1,,,,51.8653705,-2.2458192,True,GB,England
Foggia,"Foggia, Italy","foggia, italy",1,,,,41.5028106,15.4528939,True,IT,Italy
"Montargis,France",,,1,,,,47.9978628,2.7310072,True,FR,France
Le Mans,"Le Mans, France","le mansion, france",1,,,,48.0073849,0.1967849,True,FR,France
Chinon,"Chinon, France","chinon, france",1,,,,47.1667182,0.2402095,True,FR,France
Bordeaux/Berlin,"Bordeaux/Berlin, Germany","bordeaux, berlin, germany",1,,,,52.5987237,13.4357587,True,DE,Germany
"Normandy,England",,,1,,,,51.2550773,-0.673856,True,GB,England
"Wallingford,Castle,Berkshire,England",,,1,,,,51.4837886,-0.6040419,True,GB,England
Bermondsey,"Bermondsey, England","bermondsey, england, England",1,,,,51.4970125,-0.063268,True,GB,England
Martel,"Martel, France","martel, france",1,,,,44.9373274,1.6096276,True,FR,France
Brunswick,"Brunswick, Germany","brunswick, germany",1,,,,52.2646577,10.5236066,True,DE,Germany
"Chalus,Limousin","Chalus, France","chalus, france",1,,,,45.6516342,0.9798059,True,FR,France
"Domfront,Normandy","Domfront, France","domfront, france",1,,,,48.5931801,-0.6473487,True,FR,France
Burgos,"Burgos, Spain","burgos, spain",1,,,,42.343926,-3.696977,True,ES,Spain
Angers,"Angers, France","angers, france",1,,,,47.4739884,-0.5515588,True,FR,France
"Falaise,Normandy,France",,,1,,,,48.8964741,-0.1999129,True,FR,France
"Near Rouen,France",,,1,,,,46.603354,1.8883335,True,FR,France
"St Stephen Abbey,Caen,Normandy","St Stephen Abbey, Caen, France","street stephen abbey, caen, france",1,,,,49.1813403,-0.3635615,True,FR,France
"Flanders,France",,,1,,,,50.6112375,2.7451212,True,FR,France
Caen,"Caen, France","caen, france",1,,,,49.1813403,-0.3635615,True,FR,France
"Holy Trinity,Abbey,Caen","Holy Trinity, Caen, France","caen, france",1,,,,48.9055604,-0.2040307,True,FR,France
"Normandy,France",,,1,,,,49.0677708,0.3138532,True,FR,France
Cardiff Castle,"Cardiff Castle, England","cardiff castle, england, England",1,,,,51.4823315,-3.181171,True,GB,England
New Forest,"New Forest, England","england, England",1,,,,50.8557268,-1.5956844,True,GB,England
"Winchester,Cathedral","Winchester, England","winchester, england, England",1,,,,51.0607326,-1.3132458,True,GB,England
"Marcigny-sur-,Loire,France",,,1,,,,45.7538536,4.0454737,True,FR,France
"Brittany,France",,,1,,,,48.2640845,-2.9202408,True,FR,France
"Selby,Yorkshire,England",,,1,,,,53.785097,-1.0990407,True,GB,England
"St Denis-le-,Fermont,Near Gisors","St Denis-le-, France","saint denis-le, france",1,,,,49.291,1.689,True,FR,France
Reading Abbey,"Reading Abbey, England","reading abbey, england, England",1,,,,51.456203,-0.9650458,True,GB,England
"Louvain,Belgium",,,1,,,,50.879202,4.7011675,True,BE,Belgium
"Afflighem,Flanders","Afflighem, France","afflighem, france",1,,,,51.0962462,4.1786291,True,FR,France
Dover Castle,"Dover Castle, England",England,1,,,,51.1289759,1.3228764,True,GB,England
Faversham Abbey,"Faversham Abbey, England","faversham abbey, england, England",1,,,,51.3171337,0.8948973,True,GB,England
Boulogne,"Boulogne, France","boulogne, france",1,,,,46.7947224,-1.3210389,True,FR,France
"Hedingham Castle,Essex,England",,,1,,,,51.9924915,0.6014794,True,GB,England
Toulouse,"Toulouse, France","toulouse, france",1,,,,43.6044622,1.4442469,True,FR,France
St Austrebert,"Abbaye Saint-Austreberthe, Montreuil-sur-Mer, Pas-de-Calais, France","passage de calais, france",1,,,,50.463,1.763,True,FR,France
Utrecht,"Utrecht, Netherlands","utrecht, netherlands",1,,,,52.0907006,5.1215634,True,NL,Netherlands
Chateau-du-Loir,"Chateau-du-Loir, France","chateau-du-loir, france",1,,,,47.6995205,0.4310474,True,FR,France
"Bordeaux,France",,,1,,,,44.841225,-0.5800364,True,FR,France
"Pontefract,Castle","Pontefract, England","pontefract, england, England",1,,,,53.695425,-1.3040108,True,GB,England
Prague,"Prague, Czechia",Czechia,1,,,,50.0874654,14.4212535,True,CZ,Czechia
Blois,"Blois, France","blois, france",1,,,,47.5876861,1.3337639,True,FR,France
"Celestines,Paris","Celestines, Paris, France","paris, france",1,,,,48.8534951,2.3483915,True,FR,France
"Leicester,England",,,1,,,,52.6362,-1.1331969,True,GB,England
Dublin,"Dublin, Ireland","dublin, ireland",1,,,,53.3493795,-6.2605593,True,IE,Ireland
"Niort,France",,,1,,,,46.3239233,-0.4646064,True,FR,France
"St Cyr,France",,,1,,,,49.4877114,-1.4194777,True,FR,France
St Cyr,"St Cyr, France","street, cyr, france",1,,,,49.4877114,-1.4194777,True,FR,France
"Vienna,Austria",,,1,,,,48.2083537,16.3725042,True,AT,Austria
"Cardoss Castle,Firth of Clyde,Scotland",,,1,,,,55.5035646,-4.8515956,True,GB,Scotland
"Edinburgh,Scotland",,,1,,,,55.9533456,-3.1883749,True,GB,Scotland
"Roxburgh Castle,Scotland",,,1,,,,55.5966085,-2.4561649,True,GB,Scotland
St. Paul's,"St. Paul's, England","street, pauls, england, England",1,,,,51.5149144,-0.0975883,True,GB,England
"Islip,Oxfordshire,England",,,1,,,,51.8231826,-1.2364036,True,GB,England
Hastings,"Hastings, England","hastings, england, England",1,,,,50.8553888,0.5824703,True,GB,England
"Shaftesbury,England",,,1,,,,51.0056195,-2.1955975,True,GB,England
"Winchester,Cathedral,London,England",,,1,,,,51.4958266,-0.1394181,True,GB,England
"Oxford,England",,,1,,,,51.7520131,-1.2578499,True,GB,England
"St Clement Danes,London,England",,,1,,,,51.5131211,-0.1138393,True,GB,England
"Cooksville,Near Toronto,Ontario,Canada",,,1,,,,43.7784533,-79.1916644,True,CA,Canada
Stockwell,"Stockwell, England","stockwell, england, England",1,,,,51.472211,-0.1225014,True,GB,England
Beaumaris Castle,"Beaumaris Castle, England",England,1,,,,53.2648344,-4.0897597,True,GB,England
Pamplona,"Pamplona, Spain","pamplona, spain",1,,,,42.815686,-1.6522353,True,ES,Spain
"Havering atte,Bower,Essex,England",,,1,,,,51.6203612,0.1812697,True,GB,England
"Talence,Gironde,France",,,1,,,,44.8088438,-0.5879629,True,FR,France
"Heidelberg,Germany",,,1,,,,49.4093582,8.694724,True,DE,Germany
"Milan,Italy",,,1,,,,45.4641943,9.1896346,True,IT,Italy
"Pau,Bearn,France",,,1,,,,43.3175502,-0.3654323,True,FR,France
"Marseilles,France",,,1,,,,47.0706778,3.0029271,True,FR,France
"Christiansborg,Nr: Copenhagen,Denmark",,,1,,,,55.6764463,12.5811865,True,DK,Denmark
"Amalienborg,Denmark",,,1,,,,55.6839601,12.5930781,True,DK,Denmark
"Fredensborg,Denmark",,,1,,,,55.9821565,12.3950911,True,DK,Denmark
Klausholm,"Klausholm, Denmark","klausholm, denmark, Denmark",1,,,,56.441085,8.534191,True,DK,Denmark
